date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:32:52	85945/85945	---M--	200	added ('OK')	image/png	etag:%22f0a4cc6d7aaa7bdf2a3c15a193c6d224%22	https://cdn.discordapp.com/email_assets/f0a4cc6d7aaa7bdf2a3c15a193c6d224.png	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/cdn.discordapp.com/email_assets/f0a4cc6d7aaa7bdf2a3c15a193c6d224.png	(from http://xir.glitch.me/)
14:32:52	138/138	---M--	302	error ('Moved%20Temporarily')	text/html	date:Thu,%2006%20Jun%202019%2011:29:58%20GMT	https://i.postimg.cc/LX90TPdV/ohbannerwebsite.png	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/i.postimg.cc/LX90TPdV/ohbannerwebsite.png	(from http://xir.glitch.me/)
14:32:53	3470/3470	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2006%20Jun%202019%2011:30:18%20GMT	https://postimg.cc/yJGP6k8J	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/postimg.cc/yJGP6k8J.html	(from http://xir.glitch.me/)
14:32:54	196/196	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Jun%202019%2011:32:55%20GMT	https://bit.ly/xirdavet	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/bit.ly/xirdavet.c.delayed	(from http://xir.glitch.me/)
14:32:54	354/354	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%2232813ff214b5f5c2063edf7527c9fdb5%22	https://discordapp.com/widget?id=509839189714665492&theme=dark	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/discordapp.com/widget853c.html	(from http://xir.glitch.me/)
14:32:55	113/113	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Jun%202019%2011:32:56%20GMT	https://bit.ly/xirsunucu	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/bit.ly/xirsunucu.e.delayed	(from http://xir.glitch.me/)
14:32:55	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Thu,%2006%20Jun%202019%2011:32:56%20GMT	https://discord.gg/5syZwjN	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/discord.gg/5syZwjN.f.delayed	(from http://xir.glitch.me/)
14:32:56	2049/2049	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	etag:W/%22ca93ba3a093378efcc2b280963fbffb2%22	https://discordapp.com/invite/5syZwjN	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/discordapp.com/invite/5syZwjN.html	(from http://xir.glitch.me/)
14:32:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Jun%202019%2011:32:58%20GMT	https://instagram.com/same.ttt	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/instagram.com/same.11.delayed	(from http://xir.glitch.me/)
14:32:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2006%20Jun%202019%2011:32:58%20GMT	https://www.instagram.com/same.ttt	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/www.instagram.com/same.12.delayed	(from http://xir.glitch.me/)
14:32:57	14332/14332	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2006%20Jun%202019%2011:32:59%20GMT	https://www.instagram.com/same.ttt/	C:/Users/G%c3%b6kay%20G%c3%bcler/Desktop/2/asd/www.instagram.com/same.ttt/index.html	(from http://xir.glitch.me/)
14:32:58	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from http://xir.glitch.me/)
14:32:58	0/0	---M--	200	added ('OK')	text/plain	etag:%2259439749-0%22	https://postimg.cc/robots.txt		(from http://xir.glitch.me/)
14:32:59	51/51	---MCZ	200	added ('OK')	text/plain	date:Thu,%2006%20Jun%202019%2011:33:00%20GMT	https://fonts.googleapis.com/robots.txt		(from http://xir.glitch.me/)
14:32:59	183/183	---MCZ	200	added ('OK')	text/plain	date:Thu,%2006%20Jun%202019%2011:33:01%20GMT	https://discordapp.com/robots.txt		(from http://xir.glitch.me/)
14:33:00	251/251	---M-Z	200	added ('OK')	text/plain	date:Wed,%2029%20May%202019%2020:32:19%20GMT	https://www.instagram.com/robots.txt		(from http://xir.glitch.me/)
